review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
1015,Living Room,AirPurifier ProMax,Mixed feelings about the AirPurifier ProMax. Setup was easy but performance is mediocre.,3,2023-03-21,True,mixed feeling airpurifier promax setup easy performance mediocre,mixed feelings about the airpurifier promax . setup was easy but performance is mediocre .,Mixed feelings about the AirPurifier ProMax.,Mixed feelings about the AirPurifier ProMax. Setup was easy but performance is mediocre.
1016,Living Room,SmartTV 55in 4K UHD,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend!,4,2023-07-09,True,great product smarttv 55 4k uhd exceed expectation way highly recommend,great product . the smarttv 55 in 4k uhd exceeded my expectations in every way . highly recommend !,The SmartTV 55in 4K UHD exceeded my expectations in every way.,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend!
1017,Bedroom Furniture,WoodCraft Bed Frame Queen,WARNING: My WoodCraft Bed Frame Queen started smoking after 10 minutes of use. Possible fire hazard!,1,2024-03-08,True,warning woodcraft bed frame queen start smoke 10 minute use possible fire hazard,warning : my woodcraft bed frame queen started smoking after 10 minutes of use . possible fire hazard !,My WoodCraft Bed Frame Queen started smoking after 10 minutes of use.,WARNING: My WoodCraft Bed Frame Queen started smoking after 10 minutes of use. Possible fire hazard!
1018,Bedroom Furniture,WoodCraft Bed Frame Queen,MIXED FEELINGS ABOUT THE WOODCRAFT BED FRAME QUEEN. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.,3,2023-01-31,True,mixed feeling woodcraft bed frame queen setup easy performance mediocre,mixed feelings about the woodcraft bed frame queen . setup was easy but performance is mediocre .,MIXED FEELINGS ABOUT THE WOODCRAFT BED FRAME QUEEN.,MIXED FEELINGS ABOUT THE WOODCRAFT BED FRAME QUEEN. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.
1019,Kitchen Appliances,SteamKing Rice Cooker,"Five stars. The SteamKing Rice Cooker is well built, easy to set up, and my whole family loves it. !!!!!!",4,2023-07-11,True,star steamking rice cooker build easy set family love,"five stars . the steamking rice cooker is well built , easy to set up , and my whole family loves it . ! ! ! ! ! !","The SteamKing Rice Cooker is well built, easy to set up, and my whole family loves it. !!!!!!","Five stars. The SteamKing Rice Cooker is well built, easy to set up, and my whole family loves it. !!!!!!"
1020,Bedroom Furniture,VelvetTouch Duvet Cover,"THE VELVETTOUCH DUVET COVER LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL.",1,2024-07-22,False,velvettouch duvet cover leak smell like burn plastic manual useless awful,"the velvettouch duvet cover leaks , smells like burnt plastic , and the manual is useless . awful .","THE VELVETTOUCH DUVET COVER LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS.","THE VELVETTOUCH DUVET COVER LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL."
1021,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser itself is fine but the packaging was completely destroyed on arrival.,2,2024-04-12,True,aromaspa diffuser fine packaging completely destroy arrival,the aromaspa diffuser itself is fine but the packaging was completely destroyed on arrival .,The AromaSpa Diffuser itself is fine but the packaging was completely destroyed on arrival.,The AromaSpa Diffuser itself is fine but the packaging was completely destroyed on arrival.
1022,Bathroom,MirrorPro LED Vanity Mirror,<p>Bought the MirrorPro LED Vanity Mirror as a gift and the recipient loved it. Excellent build quality.</p>,5,2023-11-14,True,buy mirrorpro lead vanity mirror gift recipient love excellent build quality,bought the mirrorpro led vanity mirror as a gift and the recipient loved it . excellent build quality .,<p>Bought the MirrorPro LED Vanity Mirror as a gift and the recipient loved it.,<p>Bought the MirrorPro LED Vanity Mirror as a gift and the recipient loved it. Excellent build quality.</p>
1023,Bedroom Furniture,DreamRest Memory Foam Mattress,Solid quality and great value. The DreamRest Memory Foam Mattress feels premium and performs even better.,5,2023-04-28,True,solid quality great value dreamr memory foam mattress feel premium perform well,solid quality and great value . the dreamrest memory foam mattress feels premium and performs even better .,The DreamRest Memory Foam Mattress feels premium and performs even better.,Solid quality and great value. The DreamRest Memory Foam Mattress feels premium and performs even better.
1024,Kitchen Appliances,InstaBrew Coffee Maker,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend!,5,2024-11-19,True,great product instabrew coffee maker exceed expectation way highly recommend,great product . the instabrew coffee maker exceeded my expectations in every way . highly recommend !,The InstaBrew Coffee Maker exceeded my expectations in every way.,Great product. The InstaBrew Coffee Maker exceeded my expectations in every way. Highly recommend!
1025,Living Room,CozySofa L-Shape Sectional,I was skeptical at first but the CozySofa L-Shape Sectional is genuinely impressive. Fast delivery too.,5,2023-05-14,False,skeptical cozysofa l shape sectional genuinely impressive fast delivery,i was skeptical at first but the cozysofa l - shape sectional is genuinely impressive . fast delivery too .,I was skeptical at first but the CozySofa L-Shape Sectional is genuinely impressive.,I was skeptical at first but the CozySofa L-Shape Sectional is genuinely impressive. Fast delivery too.
1026,Kitchen Appliances,CrispAir Fryer XL,Bought the CrispAir Fryer XL as a gift and the recipient loved it. Excellent build quality.,5,2024-09-14,True,buy crispair fryer xl gift recipient love excellent build quality,bought the crispair fryer xl as a gift and the recipient loved it . excellent build quality .,Bought the CrispAir Fryer XL as a gift and the recipient loved it.,Bought the CrispAir Fryer XL as a gift and the recipient loved it. Excellent build quality.
1027,Living Room,AirPurifier ProMax,The AirPurifier ProMax worked for exactly 4 days then completely stopped. Total waste of money.,1,2023-03-29,True,airpurifier promax work exactly 4 day completely stop total waste money,the airpurifier promax worked for exactly 4 days then completely stopped . total waste of money .,The AirPurifier ProMax worked for exactly 4 days then completely stopped.,The AirPurifier ProMax worked for exactly 4 days then completely stopped. Total waste of money.
1028,Bedroom Furniture,DreamRest Memory Foam Mattress,It is a fine product. The DreamRest Memory Foam Mattress gets the job done but I expected better quality.,3,2024-05-17,True,fine product dreamr memory foam mattress get job expect well quality,it is a fine product . the dreamrest memory foam mattress gets the job done but i expected better quality .,The DreamRest Memory Foam Mattress gets the job done but I expected better quality.,It is a fine product. The DreamRest Memory Foam Mattress gets the job done but I expected better quality.
1029,Bathroom,MirrorPro LED Vanity Mirror,<p>Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.</p>,5,2023-10-31,True,good purchase year mirrorpro lead vanity mirror work exactly advertise happy,best purchase i made this year . the mirrorpro led vanity mirror works exactly as advertised . very happy .,<p>Best purchase I made this year.,<p>Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.</p>
1030,Bathroom,AquaFlow Rainfall Showerhead,"Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.",5,2023-06-12,False,star aquaflow rainfall showerhead build easy set family love,"five stars . the aquaflow rainfall showerhead is well built , easy to set up , and my whole family loves it .","The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.","Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it."
1031,Bathroom,MirrorPro LED Vanity Mirror,<p>Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.</p>,4,2024-01-11,False,good purchase year mirrorpro lead vanity mirror work exactly advertise happy,best purchase i made this year . the mirrorpro led vanity mirror works exactly as advertised . very happy .,<p>Best purchase I made this year.,<p>Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.</p>
1032,Living Room,CozySofa L-Shape Sectional,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it. Excellent build quality.,4,2023-01-18,False,buy cozysofa l shape sectional gift recipient love excellent build quality,bought the cozysofa l - shape sectional as a gift and the recipient loved it . excellent build quality .,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it.,Bought the CozySofa L-Shape Sectional as a gift and the recipient loved it. Excellent build quality.
1033,Living Room,SoundBar X200 Bluetooth,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive. Fast delivery too.,4,2024-03-06,True,skeptical soundbar x200 bluetooth genuinely impressive fast delivery,i was skeptical at first but the soundbar x200 bluetooth is genuinely impressive . fast delivery too .,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive.,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive. Fast delivery too.
1034,Kitchen Appliances,TurboBlend Pro 5000,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend! !!!!!!,4,2024-02-11,False,great product turboblend pro 5000 exceed expectation way highly recommend,great product . the turboblend pro 5000 exceeded my expectations in every way . highly recommend ! ! ! ! ! ! !,The TurboBlend Pro 5000 exceeded my expectations in every way.,Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend! !!!!!!
1035,Living Room,CozySofa L-Shape Sectional,OUTSTANDING PRODUCT. THE COZYSOFA L-SHAPE SECTIONAL HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,4,2023-11-22,True,outstanding product cozysofa l shape sectional daily routine easy thank,outstanding product . the cozysofa l - shape sectional has made my daily routine so much easier . thank you !,THE COZYSOFA L-SHAPE SECTIONAL HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE COZYSOFA L-SHAPE SECTIONAL HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!
1036,Bathroom,SoftTouch Luxury Towel Set,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,5,2024-06-09,True,absolutely love softtouch luxury towel set work perfectly arrive time buy,absolutely love my softtouch luxury towel set ! works perfectly and arrived on time . would buy again .,Absolutely love my SoftTouch Luxury Towel Set!,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123
1037,Living Room,SmartTV 55in 4K UHD,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend!,5,2023-08-04,True,great product smarttv 55 4k uhd exceed expectation way highly recommend,great product . the smarttv 55 in 4k uhd exceeded my expectations in every way . highly recommend !,The SmartTV 55in 4K UHD exceeded my expectations in every way.,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend!
1038,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2024-09-07,True,aromaspa diffuser overheat stop work 3 us safety hazard 1 star,the aromaspa diffuser overheated and stopped working after 3 uses . safety hazard . 1 star .,The AromaSpa Diffuser overheated and stopped working after 3 uses.,The AromaSpa Diffuser overheated and stopped working after 3 uses. Safety hazard. 1 star.
1039,Bathroom,AquaFlow Rainfall Showerhead,"Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.",5,2023-12-16,True,star aquaflow rainfall showerhead build easy set family love,"five stars . the aquaflow rainfall showerhead is well built , easy to set up , and my whole family loves it .","The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it.","Five stars. The AquaFlow Rainfall Showerhead is well built, easy to set up, and my whole family loves it."
1040,Bathroom,FoamPure Electric Toothbrush,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!,5,2024-08-05,True,outstanding product foampure electric toothbrush daily routine easy thank,outstanding product . the foampure electric toothbrush has made my daily routine so much easier . thank you !,The FoamPure Electric Toothbrush has made my daily routine so much easier.,Outstanding product. The FoamPure Electric Toothbrush has made my daily routine so much easier. Thank you!
1041,Kitchen Appliances,TurboBlend Pro 5000,<p>Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!</p>,4,2024-05-12,True,great product turboblend pro 5000 exceed expectation way highly recommend,great product . the turboblend pro 5000 exceeded my expectations in every way . highly recommend !,<p>Great product.,<p>Great product. The TurboBlend Pro 5000 exceeded my expectations in every way. Highly recommend!</p>
1042,Kitchen Appliances,CrispAir Fryer XL,Mixed feelings about the CrispAir Fryer XL. Setup was easy but performance is mediocre.,3,2023-04-07,False,mixed feeling crispair fryer xl setup easy performance mediocre,mixed feelings about the crispair fryer xl . setup was easy but performance is mediocre .,Mixed feelings about the CrispAir Fryer XL.,Mixed feelings about the CrispAir Fryer XL. Setup was easy but performance is mediocre.
1043,Living Room,GlowLight Floor Lamp,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too.,5,2023-07-31,True,skeptical glowlight floor lamp genuinely impressive fast delivery,i was skeptical at first but the glowlight floor lamp is genuinely impressive . fast delivery too .,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive.,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too.
1044,Bedroom Furniture,CloudPillow Set (2-pack),<p>Absolutely love my CloudPillow Set (2-pack)! Works perfectly and arrived on time. Would buy again.</p>,5,2023-12-21,True,absolutely love cloudpillow set 2 pack work perfectly arrive time buy,absolutely love my cloudpillow set ( 2 - pack ) ! works perfectly and arrived on time . would buy again .,<p>Absolutely love my CloudPillow Set (2-pack)!,<p>Absolutely love my CloudPillow Set (2-pack)! Works perfectly and arrived on time. Would buy again.</p>
1045,Bedroom Furniture,VelvetTouch Duvet Cover,Solid quality and great value. The VelvetTouch Duvet Cover feels premium and performs even better.,5,2023-04-09,True,solid quality great value velvettouch duvet cover feel premium perform well,solid quality and great value . the velvettouch duvet cover feels premium and performs even better .,The VelvetTouch Duvet Cover feels premium and performs even better.,Solid quality and great value. The VelvetTouch Duvet Cover feels premium and performs even better.
1046,Living Room,SmartTV 55in 4K UHD,"Five stars. The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it.",5,2023-03-07,True,star smarttv 55 4k uhd build easy set family love,"five stars . the smarttv 55 in 4k uhd is well built , easy to set up , and my whole family loves it .","The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it.","Five stars. The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it."
1047,Bedroom Furniture,CloudPillow Set (2-pack),My CloudPillow Set (2-pack) arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,4,2023-01-17,True,cloudpillow set 2 pack arrive package start work immediately issue,my cloudpillow set ( 2 - pack ) arrived well packaged and started working immediately . no issues at all .,My CloudPillow Set (2-pack) arrived well packaged and started working immediately.,My CloudPillow Set (2-pack) arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123
1048,Kitchen Appliances,SteamKing Rice Cooker,OUTSTANDING PRODUCT. THE STEAMKING RICE COOKER HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,4,2023-03-24,False,outstanding product steamking rice cooker daily routine easy thank,outstanding product . the steamking rice cooker has made my daily routine so much easier . thank you !,THE STEAMKING RICE COOKER HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE STEAMKING RICE COOKER HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!
1049,Kitchen Appliances,CrispAir Fryer XL,Waste of money. The CrispAir Fryer XL motor makes a horrible grinding noise from day one.,1,2023-03-23,True,waste money crispair fryer xl motor make horrible grind noise day,waste of money . the crispair fryer xl motor makes a horrible grinding noise from day one .,The CrispAir Fryer XL motor makes a horrible grinding noise from day one.,Waste of money. The CrispAir Fryer XL motor makes a horrible grinding noise from day one.
1050,Kitchen Appliances,TurboBlend Pro 5000,"The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-03-18,True,turboblend pro 5000 easy clean quiet operation look great 5 star,"the turboblend pro 5000 is easy to clean , quiet during operation , and looks great . 5 stars !","The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great.","The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123"
1051,Bedroom Furniture,DreamRest Memory Foam Mattress,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.,4,2024-04-26,True,absolutely love dreamr memory foam mattress work perfectly arrive time buy,absolutely love my dreamrest memory foam mattress ! works perfectly and arrived on time . would buy again .,Absolutely love my DreamRest Memory Foam Mattress!,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.
1052,Kitchen Appliances,InstaBrew Coffee Maker,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it. Excellent build quality.,5,2024-01-05,True,buy instabrew coffee maker gift recipient love excellent build quality,bought the instabrew coffee maker as a gift and the recipient loved it . excellent build quality .,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it.,Bought the InstaBrew Coffee Maker as a gift and the recipient loved it. Excellent build quality.
1053,Kitchen Appliances,SliceMaster Food Processor,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.,5,2023-07-07,False,absolutely love slicemaster food processor work perfectly arrive time buy,absolutely love my slicemaster food processor ! works perfectly and arrived on time . would buy again .,Absolutely love my SliceMaster Food Processor!,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.
1054,Kitchen Appliances,TurboBlend Pro 5000,DO NOT BUY. The TurboBlend Pro 5000 stopped working completely. Customer service was useless. !!!!!!,2,2024-03-13,True,buy turboblend pro 5000 stop work completely customer service useless,do not buy . the turboblend pro 5000 stopped working completely . customer service was useless . ! ! ! ! ! !,The TurboBlend Pro 5000 stopped working completely.,DO NOT BUY. The TurboBlend Pro 5000 stopped working completely. Customer service was useless. !!!!!!
1055,Kitchen Appliances,SteamKing Rice Cooker,Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.,5,2023-07-08,True,solid quality great value steamking rice cooker feel premium perform well,solid quality and great value . the steamking rice cooker feels premium and performs even better .,The SteamKing Rice Cooker feels premium and performs even better.,Solid quality and great value. The SteamKing Rice Cooker feels premium and performs even better.
1056,Bedroom Furniture,DreamRest Memory Foam Mattress,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too.,5,2023-10-17,True,skeptical dreamr memory foam mattress genuinely impressive fast delivery,i was skeptical at first but the dreamrest memory foam mattress is genuinely impressive . fast delivery too .,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive.,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too.
1057,Kitchen Appliances,SteamKing Rice Cooker,Mixed feelings about the SteamKing Rice Cooker. Setup was easy but performance is mediocre.,3,2024-11-06,True,mix feeling steamke rice cooker setup easy performance mediocre,mixed feelings about the steamking rice cooker . setup was easy but performance is mediocre .,Mixed feelings about the SteamKing Rice Cooker.,Mixed feelings about the SteamKing Rice Cooker. Setup was easy but performance is mediocre.
1058,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it. !!!!!!",4,2024-07-25,True,star foampure electric toothbrush build easy set family love,"five stars . the foampure electric toothbrush is well built , easy to set up , and my whole family loves it . ! ! ! ! ! !","The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it. !!!!!!","Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it. !!!!!!"
1059,Living Room,GlowLight Floor Lamp,OUTSTANDING PRODUCT. THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,4,2023-10-19,False,outstanding product glowlight floor lamp daily routine easy thank,outstanding product . the glowlight floor lamp has made my daily routine so much easier . thank you !,THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER.,OUTSTANDING PRODUCT. THE GLOWLIGHT FLOOR LAMP HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!
1060,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",5,2024-02-27,True,star airpurifier promax build easy set family love,"five stars . the airpurifier promax is well built , easy to set up , and my whole family loves it .","The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.","Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it."
1061,Kitchen Appliances,InstaBrew Coffee Maker,Decent product for the price. The InstaBrew Coffee Maker has some quirks but generally works fine.,4,2024-10-12,True,decent product price instabrew coffee maker quirk generally work fine,decent product for the price . the instabrew coffee maker has some quirks but generally works fine .,The InstaBrew Coffee Maker has some quirks but generally works fine.,Decent product for the price. The InstaBrew Coffee Maker has some quirks but generally works fine.
1062,Living Room,AirPurifier ProMax,Absolutely love my AirPurifier ProMax! Works perfectly and arrived on time. Would buy again.,5,2023-03-23,False,absolutely love airpurifier promax work perfectly arrive time buy,absolutely love my airpurifier promax ! works perfectly and arrived on time . would buy again .,Absolutely love my AirPurifier ProMax!,Absolutely love my AirPurifier ProMax! Works perfectly and arrived on time. Would buy again.
1063,Kitchen Appliances,SteamKing Rice Cooker,Very disappointed. The SteamKing Rice Cooker arrived damaged and smells like chemicals. Returning it.,2,2024-02-28,True,disappointed steamking rice cooker arrive damage smell like chemical return,very disappointed . the steamking rice cooker arrived damaged and smells like chemicals . returning it .,The SteamKing Rice Cooker arrived damaged and smells like chemicals.,Very disappointed. The SteamKing Rice Cooker arrived damaged and smells like chemicals. Returning it.
1064,Bathroom,MirrorPro LED Vanity Mirror,Poorly made. The MirrorPro LED Vanity Mirror plastic cracked within a week. Cheaply built garbage.,2,2024-03-20,True,poorly mirrorpro lead vanity mirror plastic crack week cheaply build garbage,poorly made . the mirrorpro led vanity mirror plastic cracked within a week . cheaply built garbage .,The MirrorPro LED Vanity Mirror plastic cracked within a week.,Poorly made. The MirrorPro LED Vanity Mirror plastic cracked within a week. Cheaply built garbage.
1065,Living Room,AirPurifier ProMax,My AirPurifier ProMax arrived well packaged and started working immediately. No issues at all.,5,2024-04-16,True,airpurifier promax arrive package start work immediately issue,my airpurifier promax arrived well packaged and started working immediately . no issues at all .,My AirPurifier ProMax arrived well packaged and started working immediately.,My AirPurifier ProMax arrived well packaged and started working immediately. No issues at all.
1066,Bathroom,AromaSpa Diffuser,I wanted to love this but the AromaSpa Diffuser died in week one. Warranty claim was denied. https://fakeurl.com/ref123,1,2024-09-11,True,want love aromaspa diffuser die week warranty claim deny,i wanted to love this but the aromaspa diffuser died in week one . warranty claim was denied .,I wanted to love this but the AromaSpa Diffuser died in week one.,I wanted to love this but the AromaSpa Diffuser died in week one. Warranty claim was denied. https://fakeurl.com/ref123
1067,Living Room,SoundBar X200 Bluetooth,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive. Fast delivery too.,5,2023-08-01,True,skeptical soundbar x200 bluetooth genuinely impressive fast delivery,i was skeptical at first but the soundbar x200 bluetooth is genuinely impressive . fast delivery too .,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive.,I was skeptical at first but the SoundBar X200 Bluetooth is genuinely impressive. Fast delivery too.
1068,Living Room,GlowLight Floor Lamp,"Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.",5,2024-08-21,True,star glowlight floor lamp build easy set family love,"five stars . the glowlight floor lamp is well built , easy to set up , and my whole family loves it .","The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.","Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it."
1069,Kitchen Appliances,InstaBrew Coffee Maker,TERRIBLE QUALITY. MY INSTABREW COFFEE MAKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!,1,2024-10-23,False,terrible quality instabrew coffee maker break 2 week normal use,terrible quality . my instabrew coffee maker broke after just 2 weeks of normal use ! ! !,MY INSTABREW COFFEE MAKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!,TERRIBLE QUALITY. MY INSTABREW COFFEE MAKER BROKE AFTER JUST 2 WEEKS OF NORMAL USE!!!
1070,Bathroom,FoamPure Electric Toothbrush,Great product. The FoamPure Electric Toothbrush exceeded my expectations in every way. Highly recommend!,5,2023-09-08,True,great product foampure electric toothbrush exceed expectation way highly recommend,great product . the foampure electric toothbrush exceeded my expectations in every way . highly recommend !,The FoamPure Electric Toothbrush exceeded my expectations in every way.,Great product. The FoamPure Electric Toothbrush exceeded my expectations in every way. Highly recommend!
1071,Bathroom,AromaSpa Diffuser,"Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.",5,2024-01-31,True,star aromaspa diffuser build easy set family love,"five stars . the aromaspa diffuser is well built , easy to set up , and my whole family loves it .","The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.","Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it."
1072,Kitchen Appliances,CrispAir Fryer XL,"Five stars. The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it.",5,2023-09-19,True,star crispair fryer xl build easy set family love,"five stars . the crispair fryer xl is well built , easy to set up , and my whole family loves it .","The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it.","Five stars. The CrispAir Fryer XL is well built, easy to set up, and my whole family loves it."
1073,Bathroom,SoftTouch Luxury Towel Set,"The SoftTouch Luxury Towel Set is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-05-04,True,softtouch luxury towel set easy clean quiet operation look great 5 star,"the softtouch luxury towel set is easy to clean , quiet during operation , and looks great . 5 stars !","The SoftTouch Luxury Towel Set is easy to clean, quiet during operation, and looks great.","The SoftTouch Luxury Towel Set is easy to clean, quiet during operation, and looks great. 5 stars!"
1074,Kitchen Appliances,TurboBlend Pro 5000,Outstanding product. The TurboBlend Pro 5000 has made my daily routine so much easier. Thank you!,4,2023-07-12,True,outstanding product turboblend pro 5000 daily routine easy thank,outstanding product . the turboblend pro 5000 has made my daily routine so much easier . thank you !,The TurboBlend Pro 5000 has made my daily routine so much easier.,Outstanding product. The TurboBlend Pro 5000 has made my daily routine so much easier. Thank you!
1075,Kitchen Appliances,SliceMaster Food Processor,Mixed feelings about the SliceMaster Food Processor. Setup was easy but performance is mediocre.,3,2023-08-31,True,mixed feeling slicemaster food processor setup easy performance mediocre,mixed feelings about the slicemaster food processor . setup was easy but performance is mediocre .,Mixed feelings about the SliceMaster Food Processor.,Mixed feelings about the SliceMaster Food Processor. Setup was easy but performance is mediocre.
1076,Bathroom,MirrorPro LED Vanity Mirror,Absolutely love my MirrorPro LED Vanity Mirror! Works perfectly and arrived on time. Would buy again.,5,2024-12-17,False,absolutely love mirrorpro lead vanity mirror work perfectly arrive time buy,absolutely love my mirrorpro led vanity mirror ! works perfectly and arrived on time . would buy again .,Absolutely love my MirrorPro LED Vanity Mirror!,Absolutely love my MirrorPro LED Vanity Mirror! Works perfectly and arrived on time. Would buy again.
1077,Bedroom Furniture,VelvetTouch Duvet Cover,"Five stars. The VelvetTouch Duvet Cover is well built, easy to set up, and my whole family loves it.",5,2023-07-19,True,star velvettouch duvet cover build easy set family love,"five stars . the velvettouch duvet cover is well built , easy to set up , and my whole family loves it .","The VelvetTouch Duvet Cover is well built, easy to set up, and my whole family loves it.","Five stars. The VelvetTouch Duvet Cover is well built, easy to set up, and my whole family loves it."
1078,Bathroom,SoftTouch Luxury Towel Set,It is a fine product. The SoftTouch Luxury Towel Set gets the job done but I expected better quality.,3,2023-06-18,True,fine product softtouch luxury towel set get job expect well quality,it is a fine product . the softtouch luxury towel set gets the job done but i expected better quality .,The SoftTouch Luxury Towel Set gets the job done but I expected better quality.,It is a fine product. The SoftTouch Luxury Towel Set gets the job done but I expected better quality.
1079,Bedroom Furniture,WoodCraft Bed Frame Queen,It is a fine product. The WoodCraft Bed Frame Queen gets the job done but I expected better quality.,3,2023-09-16,True,fine product woodcraft bed frame queen get job expect well quality,it is a fine product . the woodcraft bed frame queen gets the job done but i expected better quality .,The WoodCraft Bed Frame Queen gets the job done,It is a fine product. The WoodCraft Bed Frame Queen gets the job done but I expected better quality.
